"Years";"Weeks";"Gross margin 1 - Dema MTA";"Compare range: Gross margin 1 - Dema MTA";"Gross margin 2 - Dema MTA";"Compare range: Gross margin 2 - Dema MTA";"Net gross margin 1 - Dema MTA";"Compare range: Net gross margin 1 - Dema MTA";"Net gross margin 2 - Dema MTA";"Compare range: Net gross margin 2 - Dema MTA"
"2024";"Week 1, 2025";"0.7581374873613675";"0.8064814284959045";"0.5956212046451448";"0.6340790105568499";"0.7603270855480728";"0.8084237259279928";"0.5800979330306382";"0.6220962938864826"
"2025";"Week 2, 2025";"0.6399974392155305";"0.8037946513542402";"0.470082172145638";"0.6295478559869033";"0.6453830643350452";"0.8066105630850812";"0.44342347749898503";"0.6185666413392163"
"2025";"Week 3, 2025";"0.6792573768152542";"0.7909434595871505";"0.5032527166569266";"0.6168802630942349";"0.6841564538176942";"0.7952666709994655";"0.48243678372764764";"0.6005765861922931"
"2025";"Week 4, 2025";"0.7484239747766029";"0.816548065726687";"0.5889192741948557";"0.6337791957252731";"0.7511003612757948";"0.8172158763513117";"0.5780213590282379";"0.5972178180920771"
"2025";"Week 5, 2025";"0.7600890709477566";"0.8575305663651951";"0.6028615183705195";"0.6098095708443416";"0.761616268470588";"0.8551351415446014";"0.5786993136671429";"0.5812000576982159"
"2025";"Week 5, 2025";"0.7600890709477566";"0.8371596740445449";"0.6028615183705195";"0.6514955059361759";"0.761616268470588";"0.8356601967731987";"0.5786993136671429";"0.6221319364014314"
"2025";"Week 6, 2025";"0.7691958946190549";"0.8364264061521349";"0.6030293499754994";"0.6457483022248138";"0.771469771773468";"0.8405688473584471";"0.5831394398555448";"0.6227248479859374"
"2025";"Week 7, 2025";"0.7587198930611331";"0.8299375758718258";"0.5921040764472517";"0.6283460472098877";"0.7602912732517408";"0.8286114956874729";"0.5643011783156838";"0.6059168025102616"
"2025";"Week 8, 2025";"0.7753158852434844";"0.8307990653634936";"0.61285467338107";"0.6411370210472069";"0.7761735258087841";"0.8314131288270519";"0.5990676416290645";"0.6295850439776769"
"2025";"Week 9, 2025";"0.7603924301459687";"0.8313163568247922";"0.5987753509694496";"0.6436351121297433";"0.7637537335044633";"0.8320239687722583";"0.5870323964071793";"0.6309943283962905"
"2025";"Week 10, 2025";"0.7513303893555061";"0.8219062560676007";"0.5907477460915135";"0.6317419114061852";"0.7536979401515649";"0.8226626488937071";"0.5722611600976606";"0.6138043357656204"
"2025";"Week 11, 2025";"0.7547614294561765";"0.8298550574127971";"0.6075070494709929";"0.641914373725188";"0.7561819161804945";"0.8303954023929784";"0.5862477594738933";"0.6254790132046854"
"2025";"Week 12, 2025";"0.7519854405854639";"0.8233781754746328";"0.6112015598864443";"0.6393699270684569";"0.7546363473065404";"0.824497855776458";"0.5956549538053257";"0.6275700780784996"
"2025";"Week 13, 2025";"0.7659930457828839";"0.8287599443310991";"0.6172325649848726";"0.6540592290438182";"0.7682826844179903";"0.8301887711594487";"0.5972354523321043";"0.6451291970398099"
"2025";"Week 14, 2025";"0.7721004438980855";"0.8328369619105691";"0.629277784289607";"0.6597130110994817";"0.7729834519727369";"0.8323205728541112";"0.611933417796345";"0.6474204976399712"
"2025";"Week 15, 2025";"0.7679572676959237";"0.8295704761666973";"0.6346415843717107";"0.662080901056064";"0.7690684896181514";"0.8291417531380173";"0.6087413056185431";"0.6489269815963922"
"2025";"Week 16, 2025";"0.7658037928904647";"0.8308876845470925";"0.6285679043373585";"0.6610699216700926";"0.768440352754857";"0.8301042808185852";"0.6105398269596565";"0.6437947768997178"
"2025";"Week 17, 2025";"0.7711194753696016";"0.8328805732296712";"0.6335263533255509";"0.6682688491461413";"0.7724889497271038";"0.8346858029356907";"0.61561112902593";"0.6542144438445017"
"2025";"Week 18, 2025";"0.7692028147247632";"0.8513103379291889";"0.6327271958267332";"0.6692288756196024";"0.7710699523915644";"0.8515343451765557";"0.6131044116862967";"0.6430164970840629"
"2025";"Week 19, 2025";"0.772014404868655";"0.8324744426021697";"0.6218108049818823";"0.6633476716008287";"0.7733153456269096";"0.834469624578686";"0.5979093181898497";"0.6454012485073674"
"2025";"Week 20, 2025";"0.765664697851328";"0.821094059583579";"0.6248357909249443";"0.654756508221916";"0.7678506359195616";"0.8217337856770375";"0.6085768047393133";"0.6313963986884258"
"2025";"Week 21, 2025";"0.7632298294337901";"0.8129402352951011";"0.6083028095261014";"0.6484272770744696";"0.7631337981705467";"0.8148144271008925";"0.588085496235592";"0.6148331729715331"
"2025";"Week 22, 2025";"0.7671511080256874";"0.8131021592899887";"0.6267442799447823";"0.6472491621460963";"0.7673478535187187";"0.8156313159486444";"0.6102615186758961";"0.6173982272717174"
"2025";"Week 23, 2025";"0.7424638037082012";"0.7827881185053889";"0.5919230460801496";"0.6165938155946677";"0.7424476308251649";"0.7866146078773";"0.5696512885094197";"0.5927162502762484"
"2025";"Week 24, 2025";"0.744510829736131";"0.8114330677725924";"0.5923193441701808";"0.6462988163035326";"0.7454172251624047";"0.8164205949331804";"0.5704166258608019";"0.619230983190043"
"2025";"Week 25, 2025";"0.7429359270931329";"0.7982059881161742";"0.593570808598845";"0.6337735661914428";"0.744577763307504";"0.8004742466150722";"0.5647624031836564";"0.6059332258544085"
"2025";"Week 26, 2025";"0.7553740027698245";"0.7978854246438457";"0.6048902234364708";"0.6458843058647888";"0.7554670276199624";"0.8012381144050778";"0.5814675174111398";"0.6252134185485904"
"2025";"Week 27, 2025";"0.7501796166931143";"0.7971396920474596";"0.5978924488635989";"0.6428249449617022";"0.7520308027945121";"0.7996058542760321";"0.5732909888731363";"0.6226735328286326"
"2025";"Week 28, 2025";"0.7586255892164337";"0.7774084997480005";"0.6032858616412601";"0.6213961877639429";"0.7625561711357944";"0.7802875859820865";"0.5754278917719126";"0.593972380206682"
"2025";"Week 29, 2025";"0.7695100355424154";"0.7905903193274318";"0.6252667656149395";"0.6388141833188095";"0.7715614053259495";"0.7922040269250471";"0.6032569647406607";"0.6011516817646543"
"2025";"Week 30, 2025";"0.72380483419536";"0.8020144784716766";"0.566036399456651";"0.6462745155208344";"0.7251859300732278";"0.8097906503176395";"0.5400861507234643";"0.6095483491977933"
"2025";"Week 31, 2025";"0.7385219745337388";"0.8194257358146684";"0.5830866150153721";"0.5950912169618663";"0.739171501899016";"0.8195728430473497";"0.5569565761410199";"0.5932419252902708"
"2025";"Week 32, 2025";"0.7526679675091092";"0.7977878626694282";"0.5957446411198569";"0.6618452279518157";"0.7533697345951187";"0.7796269174293026";"0.5690424702150462";"0.43708335042967833"
"2025";"Week 33, 2025";"0.7381233426779715";"0.7937343546282699";"0.5757617803779571";"0.6434474235981911";"0.7391122651309788";"0.802637441676442";"0.5472881149049436";"0.5353565543944959"
"2025";"Week 34, 2025";"0.7881213788314287";"0.7955612399193942";"0.6567291977239517";"0.6692830553073225";"0.7888181064455919";"0.8146891641645791";"0.6332958092562677";"0.07530157096737332"
"2025";"Week 35, 2025";"0.7901738061736691";"0.7901737686355306";"0.6671335933212287";"0.6457726569924526";"0.7910264436096107";"0.8142910769821928";"0.6436335936925892";"0.5254960444879995"
"2025";"Week 36, 2025";"0.7834193162258475";"0.7896741472658025";"0.6639991599726718";"0.6427502294770409";"0.7838685486545142";"0.8140744584406706";"0.6407333138269427";"0.5550325777163825"
"2025";"Week 37, 2025";"0.7915603433126245";"0.8348477985818995";"0.6673550071926109";"0.681179144487524";"0.7923072270382173";"0.8462875192072363";"0.6439053784382018";"0.5877896534339649"
"2025";"Week 38, 2025";"0.7759387116036879";"0.8008000231051261";"0.6556882604594437";"0.6639739372879173";"0.7765392817944646";"0.7492731833005191";"0.6321698645449525";"0.37386098617305297"
"2025";"Week 39, 2025";"0.7810437733761241";"0.7809323832180892";"0.6537875002703991";"0.6638237795073316";"0.7816818544546252";"0.8020591806175896";"0.6288164054708529";"0.5769326658099221"
"2025";"Week 40, 2025";"0.7908331012388314";"0.7943793957945805";"0.6744590395571848";"0.666676429005414";"0.7918267121775815";"0.8001646292563329";"0.6548037179103171";"0.5427479954685372"
